name,description,packagelist,default,uservisible
"Legacy Fonts,遗留字体","Older bitmap and vector fonts packages,较老的位图和矢量字体软件包","{""xorg-x11-fonts-100dpi"": ""default"", ""xorg-x11-fonts-ISO8859-15-100dpi"": ""default"", ""xorg-x11-fonts-Type1"": ""default"", ""xorg-x11-fonts-misc"": ""default"", ""artwiz-aleczapka-anorexia-fonts"": ""optional"", ""artwiz-aleczapka-aqui-fonts"": ""optional"", ""artwiz-aleczapka-cure-fonts"": ""optional"", ""artwiz-aleczapka-drift-fonts"": ""optional"", ""artwiz-aleczapka-edges-fonts"": ""optional"", ""artwiz-aleczapka-fkp-fonts"": ""optional"", ""artwiz-aleczapka-fonts"": ""optional"", ""artwiz-aleczapka-gelly-fonts"": ""optional"", ""artwiz-aleczapka-glisp-fonts"": ""optional"", ""artwiz-aleczapka-kates-fonts"": ""optional"", ""artwiz-aleczapka-lime-fonts"": ""optional"", ""artwiz-aleczapka-mints-mild-fonts"": ""optional"", ""artwiz-aleczapka-mints-strong-fonts"": ""optional"", ""artwiz-aleczapka-nu-fonts"": ""optional"", ""artwiz-aleczapka-smoothansi-fonts"": ""optional"", ""artwiz-aleczapka-snap-fonts"": ""optional"", ""baekmuk-bdf-fonts"": ""optional"", ""bitmap-console-fonts"": ""optional"", ""bitmap-fangsongti-fonts"": ""optional"", ""bitmap-fixed-fonts"": ""optional"", ""bitmap-lucida-typewriter-fonts"": ""optional"", ""efont-unicode-bdf"": ""optional"", ""fonts-KOI8-R"": ""optional"", ""fonts-KOI8-R-100dpi"": ""optional"", ""fonts-KOI8-R-75dpi"": ""optional"", ""google-android-emoji-fonts"": ""optional"", ""japanese-bitmap-fonts"": ""optional"", ""jisksp16-1990-fonts"": ""optional"", ""knm-new-fixed-fonts"": ""optional"", ""libdockapp-fonts"": ""optional"", ""lyx-fonts"": ""optional"", ""mona-bitmap-fonts"": ""optional"", ""nethack-bitmap-fonts"": ""optional"", ""oflb-dignas-handwriting-fonts"": ""optional"", ""terminus-fonts"": ""optional"", ""terminus-fonts-console"": ""optional"", ""terminus-fonts-grub2"": ""optional"", ""texlive-musixtex-fonts"": ""optional"", ""texmacs-fedora-fonts"": ""optional"", ""ucs-miscfixed-fonts"": ""optional"", ""urw-base35-fonts"": ""optional"", ""wqy-bitmap-fonts"": ""optional"", ""wqy-unibit-fonts"": ""optional"", ""xorg-x11-fonts-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-1-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-1-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-14-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-14-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-15-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-2-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-2-75dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-9-100dpi"": ""optional"", ""xorg-x11-fonts-ISO8859-9-75dpi"": ""optional"", ""xorg-x11-fonts-cyrillic"": ""optional"", ""xorg-x11-fonts-ethiopic"": ""optional"", ""zvbi-fonts"": ""optional""}",false,false
"Legacy Network Server,遗留网络服务器","These packages include servers for old network protocols such as rsh and telnet.,这些软件包包括使用旧网络协议的服务器，比如 rsh 和 telnet。","{""rarpd"": ""optional"", ""rsh-server"": ""optional"", ""rusers"": ""optional"", ""rusers-server"": ""optional"", ""rwho"": ""optional"", ""talk-server"": ""optional"", ""telnet-server"": ""optional"", ""tftp-server"": ""optional""}",false,false
"LibreOffice,LibreOffice","LibreOffice Productivity Suite,LibreOffice 生产力套件","{""libreoffice-calc"": ""mandatory"", ""libreoffice-emailmerge"": ""mandatory"", ""libreoffice-graphicfilter"": ""mandatory"", ""libreoffice-impress"": ""mandatory"", ""libreoffice-writer"": ""mandatory"", ""libreoffice-base"": ""optional"", ""libreoffice-draw"": ""optional"", ""libreoffice-math"": ""optional"", ""libreoffice-pyuno"": ""optional""}",false,true
"LibreOffice Development,LibreOffice 开发","These packages are helpful when developing LibreOffice extensions or macros.,这些软件包有助于开发 LibreOffice 扩展或宏。","{""libreoffice-sdk"": ""optional"", ""libreoffice-sdk-doc"": ""optional""}",false,false
"Load Balancer,负载均衡","Load balancing support for network traffic,网络流量的负载均衡支持","{""ipvsadm"": ""mandatory"", ""keepalived"": ""mandatory""}",false,false
"Applications for the LXDE Desktop,LXDE 桌面环境下的应用程序","A set of commonly used applications for the LXDE Desktop,用于 LXDE 桌面的常用应用集合","{""firefox"": ""mandatory"", ""pidgin"": ""mandatory"", ""sylpheed"": ""mandatory"", ""transmission"": ""mandatory""}",false,false
"LXDE,LXDE","LXDE is a lightweight X11 desktop environment designed for computers with low hardware specifications like netbooks, mobile devices or older computers.,LXDE 是一个轻便的 X11 桌面环境，用于硬件配置较低的计算机，例如上网本、移动设备或者较老的计算机。","{""adwaita-gtk2-theme"": ""mandatory"", ""adwaita-icon-theme"": ""mandatory"", ""clipit"": ""mandatory"", ""dnfdragora-updater"": ""mandatory"", ""firewall-config"": ""mandatory"", ""galculator"": ""mandatory"", ""gigolo"": ""mandatory"", ""gnome-keyring-pam"": ""mandatory"", ""gpicview"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""leafpad"": ""mandatory"", ""lxappearance"": ""mandatory"", ""lxappearance-obconf"": ""mandatory"", ""lxde-common"": ""mandatory"", ""lxdm"": ""mandatory"", ""lxinput"": ""mandatory"", ""lxlauncher"": ""mandatory"", ""lxmenu-data"": ""mandatory"", ""lxpanel"": ""mandatory"", ""lxpolkit"": ""mandatory"", ""lxrandr"": ""mandatory"", ""lxsession"": ""mandatory"", ""lxsession-edit"": ""mandatory"", ""lxtask"": ""mandatory"", ""lxterminal"": ""mandatory"", ""network-manager-applet"": ""mandatory"", ""nm-connection-editor"": ""mandatory"", ""notification-daemon"": ""mandatory"", ""obconf"": ""mandatory"", ""openbox"": ""mandatory"", ""openssh-askpass"": ""mandatory"", ""pcmanfm"": ""mandatory"", ""perl-File-MimeInfo"": ""mandatory"", ""upower"": ""mandatory"", ""xarchiver"": ""mandatory"", ""xcompmgr"": ""mandatory"", ""xdg-user-dirs-gtk"": ""mandatory"", ""xpad"": ""mandatory"", ""xscreensaver-base"": ""mandatory"", ""xscreensaver-extras"": ""mandatory""}",false,false
"Multimedia support for LXDE,为 LXDE 提供的多媒体支持","Multimedia support for LXDE,为 LXDE 提供的多媒体支持","{""asunder"": ""mandatory"", ""brasero"": ""mandatory"", ""lxmusic"": ""mandatory"", ""pavucontrol"": ""mandatory""}",false,false
"LXDE Office,LXDE Office","Office suite for LXDE,LXDE 办公套件","{""abiword"": ""mandatory"", ""gnumeric"": ""mandatory"", ""osmo"": ""mandatory""}",false,false
"Applications for the LXQt Desktop,LXQt 桌面环境下的应用程序","A set of commonly used applications for the LXQt Desktop,用于 LXDE 桌面的常用应用集合","{""transmission-qt"": ""mandatory""}",false,false
"LXQt,LXQt","LXQt is a lightweight X11 desktop environment designed for computers with low hardware specifications like netbooks, mobile devices or older computers.,LXQt 是一个轻便的 X11 桌面环境，用于硬件配置较低的计算机，例如上网本、移动设备或者较老的计算机。","{""breeze-cursor-theme"": ""mandatory"", ""breeze-gtk"": ""mandatory"", ""breeze-icon-theme"": ""mandatory"", ""dnfdragora-updater"": ""mandatory"", ""falkon"": ""mandatory"", ""firewall-config"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""lxqt-about"": ""mandatory"", ""lxqt-archiver"": ""mandatory"", ""lxqt-config"": ""mandatory"", ""lxqt-globalkeys"": ""mandatory"", ""lxqt-notificationd"": ""mandatory"", ""lxqt-openssh-askpass"": ""mandatory"", ""lxqt-panel"": ""mandatory"", ""lxqt-policykit"": ""mandatory"", ""lxqt-powermanagement"": ""mandatory"", ""lxqt-qtplugin"": ""mandatory"", ""lxqt-runner"": ""mandatory"", ""lxqt-session"": ""mandatory"", ""lxqt-themes"": ""mandatory"", ""lxqt-themes-fedora"": ""mandatory"", ""network-manager-applet"": ""mandatory"", ""nm-connection-editor"": ""mandatory"", ""notification-daemon"": ""mandatory"", ""obconf"": ""mandatory"", ""openbox"": ""mandatory"", ""pcmanfm-qt"": ""mandatory"", ""perl-File-MimeInfo"": ""mandatory"", ""qterminal"": ""mandatory"", ""sddm"": ""mandatory"", ""sddm-themes"": ""mandatory"", ""sddm-x11"": ""mandatory"", ""upower"": ""mandatory"", ""xdg-user-dirs"": ""mandatory""}",false,false
"Translations of LXQt,转移到LXQt","Translations of LXQt,转移到LXQt","{""libfm-qt-l10n"": ""mandatory"", ""liblxqt-l10n"": ""mandatory"", ""lxqt-about-l10n"": ""mandatory"", ""lxqt-admin-l10n"": ""mandatory"", ""lxqt-config-l10n"": ""mandatory"", ""lxqt-globalkeys-l10n"": ""mandatory"", ""lxqt-notificationd-l10n"": ""mandatory"", ""lxqt-openssh-askpass-l10n"": ""mandatory"", ""lxqt-panel-l10n"": ""mandatory"", ""lxqt-policykit-l10n"": ""mandatory"", ""lxqt-powermanagement-l10n"": ""mandatory"", ""lxqt-runner-l10n"": ""mandatory"", ""lxqt-session-l10n"": ""mandatory"", ""lxqt-sudo-l10n"": ""mandatory"", ""pcmanfm-qt-l10n"": ""mandatory"", ""qterminal-l10n"": ""mandatory"", ""qtermwidget-l10n"": ""mandatory""}",false,false
"Multimedia support for LXQt,为 LXQt 提供多媒体支持","Multimedia support for LXQt,为 LXQt 提供多媒体支持","{""pavucontrol"": ""mandatory""}",false,false
"LXQt Office,LXQt Office","Office suite for LXQt,用于 LXQt 的办公套件","{""libreoffice-calc"": ""mandatory"", ""libreoffice-impress"": ""mandatory"", ""libreoffice-writer"": ""mandatory""}",false,false
"Mail Server,邮件服务器","These packages allow you to configure an IMAP or SMTP mail server.,这些软件包允许您配置 IMAP 或 SMTP 邮件服务器。","{""cyrus-sasl"": ""default"", ""dovecot"": ""default"", ""sendmail"": ""default"", ""sendmail-cf"": ""default"", ""spamassassin"": ""default"", ""clamav"": ""optional"", ""clamav-data"": ""optional"", ""clamav-milter"": ""optional"", ""crm114"": ""optional"", ""cyrus-imapd"": ""optional"", ""esmtp"": ""optional"", ""exim"": ""optional"", ""exim-clamav"": ""optional"", ""exim-doc"": ""optional"", ""milter-regex"": ""optional"", ""opendkim"": ""optional"", ""postfix"": ""optional"", ""pyzor"": ""optional"", ""roundcubemail"": ""optional"", ""spamass-milter"": ""optional"", ""sqlgrey"": ""optional"", ""up-imapproxy"": ""optional""}",false,false
"MATE Applications,MATE 应用程序","Applications for the MATE Desktop.,用于 MATE 桌面环境的应用程序。","{""caja-beesu"": ""mandatory"", ""caja-share"": ""mandatory"", ""firewall-applet"": ""mandatory"", ""mate-menu"": ""mandatory"", ""mate-sensors-applet"": ""mandatory"", ""mate-utils"": ""mandatory"", ""multimedia-menus"": ""mandatory"", ""pidgin"": ""mandatory"", ""pluma-plugins"": ""mandatory"", ""python3-caja"": ""mandatory"", ""tigervnc"": ""mandatory""}",false,true
"MATE,MATE","MATE Desktop is based on GNOME 2 and provides a powerful graphical user interface for users who seek a simple easy to use traditional desktop interface.,MATE 桌面环境基于 GNOME 2，并为寻找传统桌面环境的用户提供强大的图形界面。","{""NetworkManager-adsl"": ""mandatory"", ""NetworkManager-bluetooth"": ""mandatory"", ""NetworkManager-iodine-gnome"": ""mandatory"", ""NetworkManager-l2tp-gnome"": ""mandatory"", ""NetworkManager-libreswan-gnome"": ""mandatory"", ""NetworkManager-openconnect-gnome"": ""mandatory"", ""NetworkManager-openvpn-gnome"": ""mandatory"", ""NetworkManager-ovs"": ""mandatory"", ""NetworkManager-ppp"": ""mandatory"", ""NetworkManager-pptp-gnome"": ""mandatory"", ""NetworkManager-ssh-gnome"": ""mandatory"", ""NetworkManager-sstp-gnome"": ""mandatory"", ""NetworkManager-strongswan-gnome"": ""mandatory"", ""NetworkManager-team"": ""mandatory"", ""NetworkManager-vpnc-gnome"": ""mandatory"", ""NetworkManager-wifi"": ""mandatory"", ""NetworkManager-wwan"": ""mandatory"", ""abrt-desktop"": ""mandatory"", ""abrt-java-connector"": ""mandatory"", ""atril"": ""mandatory"", ""atril-caja"": ""mandatory"", ""atril-thumbnailer"": ""mandatory"", ""blivet-gui"": ""mandatory"", ""blueman"": ""mandatory"", ""caja"": ""mandatory"", ""caja-actions"": ""mandatory"", ""caja-image-converter"": ""mandatory"", ""caja-open-terminal"": ""mandatory"", ""caja-sendto"": ""mandatory"", ""caja-wallpaper"": ""mandatory"", ""caja-xattr-tags"": ""mandatory"", ""dconf-editor"": ""mandatory"", ""dnfdragora-updater"": ""mandatory"", ""engrampa"": ""mandatory"", ""eom"": ""mandatory"", ""f38-backgrounds-base"": ""mandatory"", ""f38-backgrounds-extras-base"": ""mandatory"", ""f38-backgrounds-extras-mate"": ""mandatory"", ""f38-backgrounds-mate"": ""mandatory"", ""filezilla"": ""mandatory"", ""firefox"": ""mandatory"", ""firewall-config"": ""mandatory"", ""gnome-disk-utility"": ""mandatory"", ""gnome-epub-thumbnailer"": ""mandatory"", ""gnome-logs"": ""mandatory"", ""gnome-themes-extra"": ""mandatory"", ""gnote"": ""mandatory"", ""gparted"": ""mandatory"", ""gstreamer1-plugins-ugly-free"": ""mandatory"", ""gtk2-engines"": ""mandatory"", ""gucharmap"": ""mandatory"", ""gvfs-afc"": ""mandatory"", ""gvfs-afp"": ""mandatory"", ""gvfs-archive"": ""mandatory"", ""gvfs-fuse"": ""mandatory"", ""gvfs-gphoto2"": ""mandatory"", ""gvfs-mtp"": ""mandatory"", ""gvfs-nfs"": ""mandatory"", ""gvfs-smb"": ""mandatory"", ""hexchat"": ""mandatory"", ""initial-setup-gui"": ""mandatory"", ""libmatekbd"": ""mandatory"", ""libmatemixer"": ""mandatory"", ""libmateweather"": ""mandatory"", ""libsecret"": ""mandatory"", ""lightdm"": ""mandatory"", ""lm_sensors"": ""mandatory"", ""marco"": ""mandatory"", ""mate-applets"": ""mandatory"", ""mate-backgrounds"": ""mandatory"", ""mate-calc"": ""mandatory"", ""mate-control-center"": ""mandatory"", ""mate-desktop"": ""mandatory"", ""mate-dictionary"": ""mandatory"", ""mate-disk-usage-analyzer"": ""mandatory"", ""mate-icon-theme"": ""mandatory"", ""mate-media"": ""mandatory"", ""mate-menus"": ""mandatory"", ""mate-menus-preferences-category-menu"": ""mandatory"", ""mate-notification-daemon"": ""mandatory"", ""mate-panel"": ""mandatory"", ""mate-polkit"": ""mandatory"", ""mate-power-manager"": ""mandatory"", ""mate-screensaver"": ""mandatory"", ""mate-screenshot"": ""mandatory"", ""mate-search-tool"": ""mandatory"", ""mate-session-manager"": ""mandatory"", ""mate-settings-daemon"": ""mandatory"", ""mate-system-log"": ""mandatory"", ""mate-system-monitor"": ""mandatory"", ""mate-terminal"": ""mandatory"", ""mate-themes"": ""mandatory"", ""mate-user-admin"": ""mandatory"", ""mate-user-guide"": ""mandatory"", ""mozo"": ""mandatory"", ""network-manager-applet"": ""mandatory"", ""nm-connection-editor"": ""mandatory"", ""p7zip"": ""mandatory"", ""p7zip-plugins"": ""mandatory"", ""parole"": ""mandatory"", ""pavucontrol"": ""mandatory"", ""pipewire-alsa"": ""mandatory"", ""pipewire-pulseaudio"": ""mandatory"", ""pluma"": ""mandatory"", ""seahorse"": ""mandatory"", ""seahorse-caja"": ""mandatory"", ""setroubleshoot"": ""mandatory"", ""simple-scan"": ""mandatory"", ""slick-greeter-mate"": ""mandatory"", ""system-config-language"": ""mandatory"", ""system-config-printer"": ""mandatory"", ""system-config-printer-applet"": ""mandatory"", ""thunderbird"": ""mandatory"", ""transmission-gtk"": ""mandatory"", ""usermode-gtk"": ""mandatory"", ""vim-enhanced"": ""mandatory"", ""wireplumber"": ""mandatory"", ""xdg-user-dirs-gtk"": ""mandatory"", ""xfburn"": ""mandatory"", ""xmodmap"": ""mandatory"", ""xrdb"": ""mandatory"", ""yelp"": ""mandatory"", ""fedora-release-matecompiz"": ""default""}",false,false
"Milkymist,Milkymist","Toolchain for Milkymist hardware engineers.,Milkymist 硬件工程师的工具链。","{""autoconf"": ""default"", ""automake"": ""default"", ""avr-binutils"": ""default"", ""avr-gcc"": ""default"", ""avr-gcc-c++"": ""default"", ""avr-libc"": ""default"", ""avr-libc-doc"": ""default"", ""clang"": ""default"", ""flterm"": ""default"", ""gcc"": ""default"", ""gd-devel"": ""default"", ""gtkwave"": ""default"", ""iverilog"": ""default"", ""lemon"": ""default"", ""libftdi-devel"": ""default"", ""llvm"": ""default"", ""openocd"": ""default"", ""qemu"": ""default"", ""re2c"": ""default"", ""srecord"": ""default"", ""tftp"": ""default"", ""tftp-server"": ""default"", ""vim-common"": ""default""}",false,true
"MinGW cross-compiler,MinGW 交叉编译器","Support for cross-compiling programs to 32 bit Windows targets, testing them, and building installers, all from within Fedora.,Fedora 自带的面向 32 位 Windows 软件的交叉编译、测试和构建安装程序的支持。","{""mingw32-binutils"": ""mandatory"", ""mingw32-crt"": ""mandatory"", ""mingw32-filesystem"": ""mandatory"", ""mingw32-gcc"": ""mandatory"", ""mingw32-headers"": ""mandatory"", ""mingw32-crossreport"": ""default"", ""mingw32-nsis"": ""default"", ""wine"": ""default"", ""mingw32-atk"": ""optional"", ""mingw32-bzip2"": ""optional"", ""mingw32-cairo"": ""optional"", ""mingw32-dlfcn"": ""optional"", ""mingw32-freetype"": ""optional"", ""mingw32-gdbm"": ""optional"", ""mingw32-gettext"": ""optional"", ""mingw32-glib2"": ""optional"", ""mingw32-libgcrypt"": ""optional"", ""mingw32-libgpg-error"": ""optional"", ""mingw32-libjpeg-turbo"": ""optional"", ""mingw32-libpng"": ""optional"", ""mingw32-libxml2"": ""optional"", ""mingw32-openssl"": ""optional"", ""mingw32-pdcurses"": ""optional"", ""mingw32-pixman"": ""optional"", ""mingw32-proj"": ""optional"", ""mingw32-readline"": ""optional"", ""mingw32-sdl12-compat"": ""optional"", ""mingw32-sqlite"": ""optional"", ""mingw32-termcap"": ""optional"", ""mingw32-win-iconv"": ""optional"", ""mingw32-winpthreads"": ""optional"", ""mingw32-zlib"": ""optional"", ""mingw32-nsiswrapper"": ""conditional""}",false,false
"Multimedia,多媒体","Audio/video framework common to desktops,桌面用户常用的 Audio/video 框架","{""PackageKit-gstreamer-plugin"": ""mandatory"", ""alsa-ucm"": ""mandatory"", ""alsa-utils"": ""mandatory"", ""gstreamer1-plugin-libav"": ""mandatory"", ""gstreamer1-plugin-openh264"": ""mandatory"", ""gstreamer1-plugins-bad-free"": ""mandatory"", ""gstreamer1-plugins-good"": ""mandatory"", ""gstreamer1-plugins-ugly-free"": ""mandatory"", ""libva-intel-media-driver"": ""mandatory"", ""pipewire-alsa"": ""mandatory"", ""pipewire-gstreamer"": ""mandatory"", ""pipewire-pulseaudio"": ""mandatory"", ""pipewire-utils"": ""mandatory"", ""wireplumber"": ""mandatory"", ""gstreamer-plugins-espeak"": ""conditional""}",false,false
"MariaDB (MySQL) Database,MariaDB (MySQL) 数据库","This package group contains packages useful for use with MariaDB (MySQL).,该包组包含供 MariaDB (MySQL) 使用的相关软件包。","{""mariadb"": ""mandatory"", ""libdbi-dbd-mysql"": ""default"", ""mariadb-server"": ""default"", ""mysql-connector-odbc"": ""default"", ""perl-DBD-MySQL"": ""default"", ""python3-mysqlclient"": ""default"", ""unixODBC"": ""default"", ""mariadb-devel"": ""optional"", ""mariadb-server-utils"": ""optional"", ""mysqltuner"": ""optional"", ""php-mysqlnd"": ""optional"", ""qt-mysql"": ""optional"", ""qt3-MySQL"": ""optional""}",false,false
"Network Servers,网络服务器","These packages include network-based servers such as DHCP, Kerberos and NIS.,这些软件包中包括基于网络的服务器，比如 DHCP、Kerberos 和 NIS。","{""389-ds-base"": ""optional"", ""ahcpd"": ""optional"", ""amanda-server"": ""optional"", ""babeld"": ""optional"", ""cobbler"": ""optional"", ""dhcp-relay"": ""optional"", ""dhcp-server"": ""optional"", ""dnsmasq"": ""optional"", ""freeradius"": ""optional"", ""frr"": ""optional"", ""fwknop"": ""optional"", ""icecast"": ""optional"", ""ipxripd"": ""optional"", ""jabberd"": ""optional"", ""koan"": ""optional"", ""krb5-server"": ""optional"", ""libreswan"": ""optional"", ""nsd"": ""optional"", ""oidentd"": ""optional"", ""openldap-servers"": ""optional"", ""privoxy"": ""optional"", ""prosody"": ""optional"", ""puppet"": ""optional"", ""radvd"": ""optional"", ""tigervnc-server"": ""optional"", ""torque-server"": ""optional"", ""ucarp"": ""optional"", ""vnc-reflector"": ""optional"", ""xl2tpd"": ""optional"", ""ypserv"": ""optional"", ""znc"": ""optional""}",false,true
"Neuron Modelling Simulators,神经元建模模拟器","This group includes simulators used in modelling of neurons and their networks.,这一组包括用于神经元及其网络建模的模拟器。","{""COPASI"": ""default"", ""arbor"": ""default"", ""bionetgen"": ""default"", ""calcium-calculator"": ""default"", ""genesis-simulator"": ""default"", ""moose"": ""default"", ""neuron-devel"": ""default"", ""python3-PyLEMS"": ""default"", ""python3-brian2"": ""default"", ""python3-lfpy"": ""default"", ""python3-nest"": ""default"", ""python3-netpyne"": ""default"", ""python3-neuron"": ""default"", ""python3-pynn"": ""default"", ""python3-steps"": ""default"", ""smoldyn"": ""default""}",false,true
"News Server,新闻服务器","This group allows you to configure the system as a news server.,这组允许您将系统配置为新闻服务器。","{""inn"": ""mandatory"", ""cleanfeed"": ""optional"", ""newscache"": ""optional"", ""newsx"": ""optional""}",false,false
"OCaml,OCaml","Support for developing software using the Objective Caml programming language and libraries.,对用 Objective Caml 编程语言和程序库开发软件的支持。","{""ocaml"": ""mandatory"", ""ocaml-findlib-devel"": ""mandatory"", ""ocaml-ocamldoc"": ""mandatory"", ""ocaml-runtime"": ""mandatory"", ""emacs-tuareg"": ""default"", ""ocaml-calendar-devel"": ""optional"", ""ocaml-camomile-devel"": ""optional"", ""ocaml-csv-devel"": ""optional"", ""ocaml-curl-devel"": ""optional"", ""ocaml-curses-devel"": ""optional"", ""ocaml-expat-devel"": ""optional"", ""ocaml-extlib-devel"": ""optional"", ""ocaml-lablgl-devel"": ""optional"", ""ocaml-lablgtk-devel"": ""optional"", ""ocaml-labltk-devel"": ""optional"", ""ocaml-ocamlgraph-devel"": ""optional"", ""ocaml-ocamlnet-devel"": ""optional"", ""ocaml-pcre-devel"": ""optional"", ""ocaml-ssl-devel"": ""optional"", ""ocaml-xml-light-devel"": ""optional"", ""ocaml-xmlrpc-light-devel"": ""optional"", ""ocaml-zarith-devel"": ""optional""}",false,false
"Office/Productivity,办公/办公效率","The applications include office suites, PDF viewers, and more.,这些应用程序包括办公套件、PDF 查看器等。","{""MagicPoint"": ""optional"", ""Saaghar"": ""optional"", ""Zim"": ""optional"", ""abiword"": ""optional"", ""aiksaurus-thesaurus"": ""optional"", ""alexandria"": ""optional"", ""calcurse"": ""optional"", ""calibre"": ""optional"", ""calligra"": ""optional"", ""calligra-sheets"": ""optional"", ""calligra-stage"": ""optional"", ""calligra-words"": ""optional"", ""calligraplan"": ""optional"", ""dayplanner"": ""optional"", ""dia"": ""optional"", ""evince"": ""optional"", ""glabels"": ""optional"", ""gnucash"": ""optional"", ""gnumeric"": ""optional"", ""gnumeric-plugins-extras"": ""optional"", ""gramps"": ""optional"", ""grisbi"": ""optional"", ""hnb"": ""optional"", ""jpilot"": ""optional"", ""kchmviewer"": ""optional"", ""kexi"": ""optional"", ""klatexformula"": ""optional"", ""kmymoney"": ""optional"", ""krecipes"": ""optional"", ""kreetingkard"": ""optional"", ""kreetingkard_templates"": ""optional"", ""libreoffice-TexMaths"": ""optional"", ""libreoffice-base"": ""optional"", ""libreoffice-calc"": ""optional"", ""libreoffice-draw"": ""optional"", ""libreoffice-emailmerge"": ""optional"", ""libreoffice-graphicfilter"": ""optional"", ""libreoffice-impress"": ""optional"", ""libreoffice-math"": ""optional"", ""libreoffice-ogltrans"": ""optional"", ""libreoffice-voikko"": ""optional"", ""libreoffice-wiki-publisher"": ""optional"", ""libreoffice-writer"": ""optional"", ""libreoffice-xsltfilter"": ""optional"", ""lyx"": ""optional"", ""okular"": ""optional"", ""rednotebook"": ""optional"", ""skrooge"": ""optional"", ""starcal"": ""optional"", ""tellico"": ""optional"", ""texlive-ieeetran"": ""optional"", ""texlive-xdvi"": ""optional"", ""texmaker"": ""optional"", ""vym"": ""optional"", ""xchm"": ""optional"", ""xournal"": ""optional""}",false,true
"Perl Development,Perl 开发","Support for developing programs in the Perl programming language.,对用 Perl 编程语言开发程序的支持。","{""perl"": ""mandatory"", ""git-cpan-patch"": ""default"", ""perl-CPAN-Uploader"": ""default"", ""perltidy"": ""default"", ""cpanspec"": ""optional"", ""perl-Task-Catalyst"": ""optional"", ""vim-perl-support"": ""optional""}",false,false
"Perl for Web,Perl Web 支持","Basic Perl web application support.,基本 Perl web 应用程序支持。","{""ImageMagick-perl"": ""mandatory"", ""mod_perl"": ""mandatory"", ""perl"": ""mandatory"", ""perl-App-cpanminus"": ""mandatory"", ""perl-CPAN"": ""mandatory"", ""perl-CPANPLUS"": ""mandatory"", ""perl-DBD-MySQL"": ""mandatory"", ""perl-DBD-SQLite"": ""mandatory"", ""perl-MongoDB"": ""mandatory""}",false,false
"A phone/tablet UX environment,手机/平板电脑用户体验环境","A phone/tablet desktop UX based on GNOME3 technologies.,基于 GNOME3 技术的手机/平板电脑用户体验。","{""NetworkManager"": ""mandatory"", ""NetworkManager-bluetooth"": ""mandatory"", ""NetworkManager-config-connectivity-fedora"": ""mandatory"", ""NetworkManager-wifi"": ""mandatory"", ""NetworkManager-wwan"": ""mandatory"", ""calls"": ""mandatory"", ""chatty"": ""mandatory"", ""cryptsetup"": ""mandatory"", ""default-editor"": ""mandatory"", ""dnf"": ""mandatory"", ""epiphany"": ""mandatory"", ""feedbackd"": ""mandatory"", ""gnome-calculator"": ""mandatory"", ""gnome-calendar"": ""mandatory"", ""gnome-clocks"": ""mandatory"", ""gnome-console"": ""mandatory"", ""gnome-contacts"": ""mandatory"", ""gnome-maps"": ""mandatory"", ""gnome-photos"": ""mandatory"", ""gnome-software"": ""mandatory"", ""gstreamer1-plugin-openh264"": ""mandatory"", ""gstreamer1-plugins-bad-free"": ""mandatory"", ""gstreamer1-plugins-good"": ""mandatory"", ""gstreamer1-plugins-ugly-free"": ""mandatory"", ""linux-firmware"": ""mandatory"", ""mesa-dri-drivers"": ""mandatory"", ""pavucontrol"": ""mandatory"", ""phoc"": ""mandatory"", ""phosh"": ""mandatory"", ""pinentry-gnome3"": ""mandatory"", ""squeekboard"": ""mandatory"", ""sudo"": ""mandatory"", ""systemd-udev"": ""mandatory"", ""totem"": ""mandatory"", ""mmsd-tng"": ""optional""}",false,false
"PHP,PHP","General-purpose web development scripting language.,通用 Web 开发脚本语言。","{""php"": ""mandatory"", ""php-bcmath"": ""mandatory"", ""php-devel"": ""mandatory"", ""php-gd"": ""mandatory"", ""php-mbstring"": ""mandatory"", ""php-mysqlnd"": ""mandatory"", ""php-pdo"": ""mandatory"", ""php-pear"": ""mandatory"", ""php-pecl-apcu"": ""mandatory"", ""php-pecl-mcrypt"": ""mandatory"", ""php-pecl-mongodb"": ""mandatory"", ""php-pgsql"": ""mandatory"", ""php-process"": ""mandatory"", ""php-soap"": ""mandatory"", ""php-xml"": ""mandatory""}",false,false
